Question_ID,Question,GreedyDist+PR
2742,"Doctor, I have been experiencing severe pain in my shoulder and arm. Additionally, my shoulder appears to be swollen, and I am also having stiffness and tightness in both my shoulder and arm.",9
2743,"I have been experiencing sharp abdominal pain, shortness of breath, retention of urine and vomiting. What could be the matter?",11
2744,"Doctor, I have been feeling dizzy and short of breath lately. I also feel very weak. What could be the problem?",9
2745,"Doctor, I've been feeling dizzy lately. What could be causing it?",18
2746,"Doctor, I have been experiencing blood in my urine accompanied by sharp abdominal pain and other symptoms related to my kidneys. What could be the issue?",6
2747,"Doctor, I have noticed some swelling in my legs. ",10
2748,"Doctor, I have been experiencing blood clots during my menstrual periods and I am currently pregnant. I have also been having uterine contractions and pain in my back and during pregnancy. What could be wrong with me?",14
2749,"Doctor, I have been experiencing lower abdominal pain and blood clots during my menstrual periods. What could be the problem?",3
2750,"Doctor, I am experiencing blood clots during my menstrual periods, pain during my pregnancy, and some vaginal discharge. What could be wrong with me?",5
2751,"Doctor, I am experiencing vaginal discharge and back pain. ",11
2752,"Doctor, I have been experiencing pelvic pain and have been noticing blood clots during my menstrual periods. What could be the problem?",4
2753,"Doctor, I've been experiencing a fever, slurring my words, and having sharp chest pain. Also, I have been very depressed and psychotic lately. What could be the reason behind all these symptoms?",18
2754,"Doctor, I have been having some back pain lately. It feels like a sharp pain and it comes and goes.",8
2755,"Doctor, I have been experiencing some depressive and psychotic symptoms, along with a fever and back pain. What could be the problem?",12
2756,"Doctor, I have been experiencing some headaches, weakness and even seizures lately. I also have this pain in my lower back. Do you know what might be the issue?",11
2757,"Doctor, I have a swollen lip and jaw, and I'm experiencing pain in my gums, fever, and mouth ulcers. Do you have any idea what could be causing all of these symptoms?",13
2758,"Doctor, I have a mouth ulcer and my gums are hurting a lot. What could be the reason for this?",7
2759,"Doctor, I have been experiencing facial pain for a few days now. What could be the possible cause?",15
2760,"Doctor, I have a swollen lip, fever, and a mouth ulcer. What could be the problem?",14
2761,"Doctor, I have been experiencing gum pain and bleeding gums lately. What could be the problem?",5
2762,"Doctor, I have a skin lesion and my skin on my leg looks infected. Also, I am having problems with flatulence.",16
2763,"Doctor, I have been experiencing a heavy menstrual flow, could it be related to the open wound from my surgical incision?",14
2764,"Doctor, I have an open wound from my surgical incision, and I'm experiencing a lot of skin swelling. What could this be?",14
2765,"Doctor, I have an open wound from a surgical incision, and I've been sneezing a lot lately. What's wrong with me?",15
2766,"Doctor, I've been feeling very nauseous lately and have noticed that my stool is coming out black and tarry.",11
2767,"Doctor, I have been experiencing dizziness lately.",18
2768,"Doctor, I have been vomiting a lot lately.",15
2769,"Doctor, I have been experiencing fainting spells and rectal bleeding. Can you tell me what's wrong with me?",11
2770,"Doctor, I have been experiencing vomiting for the past few days, what could be causing this?",21
2771,"Doctor, I have an itchy scalp and some symptoms on my face, as well as a skin rash, what could be causing this?",7
2772,"Doctor, I've been having some symptoms on my face lately. There are patches of red, scaly skin that are itchy and kind of oily. ",17
2773,"Doctor, I have been experiencing itching of skin, too little hair, itchy scalp, skin dryness, peeling, scaliness or roughness, and some skin growths. What do you think could be wrong with me?",9
2774,"Doctor, I have been experiencing itching of the skin and noticed a skin rash. Can you help me understand what could be causing this?",4
2775,"Doctor, I have been experiencing itching of the skin, dry and flaky scalp, skin growth, and itchy scalp. Also, my skin looks abnormal. Can you tell me what is wrong with me?",10
2776,"Doctor, I've been feeling ill lately. I also have shortness of breath and palpitations. On top of that, I've been feeling quite depressed. What could be wrong with me?",7
2777,"Doctor, I have been experiencing delusions, fears and phobias, shortness of breath, and sometimes even hallucinations. ",15
2778,"Doctor, I'm feeling anxious and nervous all the time. Also, I have been experiencing pain during pregnancy, and feeling ill.",13
2779,"Doctor, I am feeling ill and have been abusing alcohol lately. Also, I experienced pain during my pregnancy and sometimes have delusions or hallucinations. What could be wrong with me?",15
2780,"Doctor, I have been experiencing shortness of breath, anxiety and nervousness, and palpitations. Do you know what could be causing this?",4
2781,"Doctor, I have been experiencing neck pain lately. ",7
2782,"Doctor, I have been experiencing cramps and spasms in my neck for the past few days. What could be the problem?",12
2783,"Doctor, I have been experiencing shoulder pain and I noticed a lump on my shoulder. Along with this, I've also been having arm pain and abnormal involuntary movements. Sometimes my legs feel weak as well.",18
2784,"Doctor, I have been experiencing neck stiffness or tightness in the past few days. What could this be?",12
2785,"Doctor, I have been experiencing some neck cramps and spasms along with a lump in my shoulder. Do you know what might be causing these symptoms?",4
2786,"Doctor, I have been feeling weak and hot lately. I also have been experiencing depressive and psychotic symptoms.",11
2787,"Doctor, I have been experiencing itching of my skin and I have developed an allergic reaction. In addition, I have been feeling focal weakness, have a skin rash and overall weakness. What could be causing this?",21
2788,"Doctor, I have been experiencing some strange symptoms lately, including focal weakness, depressive thoughts, and itching of my skin. Can you tell me what might be causing these symptoms? ",15
2789,"Doctor, I've been having an allergic reaction, dizziness, and a skin rash. What could be causing this?",12
2790,"Doctor, I have been feeling very weak lately and my skin is very itchy. I also seem to be having some sort of allergic reaction. Additionally, I have noticed focal weakness and my tongue is swollen. What could be wrong with me?",22
2791,"Doctor, I have been experiencing painful menstruation and feeling very anxious and nervous lately. ",13
2792,"Doctor, I have been experiencing painful menstruation and dizziness, what could be the problem?",11
2793,"Doctor, I have been experiencing chills, painful sinuses, and neck pain. Do you know what could be causing this?",12
2794,"Doctor, I have been experiencing painful menstruation and painful sinuses lately.",5
2795,"Doctor, lately I've been passing out quite often, and I'm afraid it might be something serious. Also, I've been drinking heavily, but I can't seem to control it.",3
