Question_ID,Question,GreedyDist,GreedyDist_distance,GreedyDist_subgraph,GreedyDist_subgraph_distance
3121,"Doctor, I've been experiencing involuntary urination, impotence and sometimes retention of urine. What could be the problem? ",161,2,161,2
3122,I have been experiencing impotence and symptoms of bladder leakage. What could be the problem?,86,2,86,2
3123,"Doctor, I am experiencing some difficulty in urination. I feel like my bladder is always full and about to burst. Also, I have noticed blood in my urine and have become impotent.",19,1,19,1
3124,"Doctor, I've been experiencing excessive anger, pain in my eye and excessive urination at night. Do you know what could be causing this?",65,2,65,2
3125,"Doctor, I'm feeling some joint stiffness or tightness, fatigue, excessive anger, and facial pain. What might be the matter?",76,2,76,2
3126,"Doctor, I have been experiencing joint stiffness and a knee lump, along with facial pain and extreme fatigue. Also, I've noticed that I get very angry at even small things. Can you tell me what might be wrong with me?",70,2,70,2
3127,"Hi doctor, I have been feeling very tired lately. I don't think I have been overdoing it, but the fatigue seems to be persistent.",116,2,116,2
3128,"Doctor, I have been experiencing fatigue lately. I feel tired all the time, even after sleeping for long hours. Can you tell me what could be the reason behind this?",143,2,143,2
3129,"Hi doctor, I have been experiencing some symptoms lately, including stomach bloating, fever, cough, and peripheral edema. Do you know what might be causing this?",106,2,106,2
3130,"Doctor, I have been experiencing a persistent cough and swelling in my legs. I also seem to be having an allergic reaction to things I wasn't before. What could be the problem?",53,2,53,2
3131,"Doctor, I am experiencing peripheral edema in my legs, can you tell me what it could be?",151,3,151,3
3132,"Doctor, I've been feeling really nauseous and fatigued lately. ",106,5,106,5
3133,"Hi doctor, I have been experiencing elbow pain, hand or finger stiffness or tightness, wrist pain, and paresthesia. What could be wrong with me?",52,2,52,2
3134,"Doctor, I have been having a lot of joint pain in my arm and wrist lately. It's starting to really bother me. What do you think it could be?",179,3,179,3
3135,"Doctor, I have been experiencing shoulder pain, irregular belly button, and also hand or finger pain. What do you think might be the problem?",153,3,153,3
3136,"Doctor, I have been experiencing elbow swelling, wrist pain, elbow lump or mass, and even shoulder pain. What could be the problem?",104,2,104,2
3137,"Doctor, I have been experiencing some numbness and tingling in my right elbow and also noticed a lump there, what could be the reason behind it?",19,1,16,1
3138,"Doctor, I have been experiencing some symptoms with my eye. There is some kind of white discharge coming out, and it is also itching a lot. Additionally, my eye has become swollen and I noticed some bleeding from it.",189,3,189,3
3139,"Doctor, I have an open wound in my eye and it's causing me some issues.",96,2,96,2
3140,"Doctor, my eye is in a lot of pain and I cannot see anything. What's wrong with my eye?",67,5,67,5
3141,"Doctor, I have some symptoms that have been troubling me. I have problems with my eye and it is swollen. Additionally, my knee feels weak.",73,2,73,2
3142,"Doctor, I have been experiencing itchiness and pain in my eye. ",67,5,67,5
3143,"Doctor, I've been experiencing an increased heart rate, congestion in my chest, foot and toe swelling, an arm lump, and muscle weakness. What could be causing all these symptoms?",158,2,158,2
3144,"Doctor, I have been experiencing some symptoms lately. My skin has been itching a lot, and I've noticed that my heart rate has been higher than usual. Also, I am worried because I've had some problems during my pregnancy. Could you tell me what might be causing these symptoms?",200,3,200,3
3145,"Doctor, I have been experiencing muscle pains lately. What could be the cause?",189,3,189,3
3146,"Doctor, I am experiencing muscle pain and weakness recently, do you know what could be the reason for it?",161,3,161,3
3147,"Doctor, I've been experiencing some strange symptoms lately. I have an increased heart rate, my foot and toes are swollen, and I've been having headaches. Also, I'm pregnant and have been having some problems.",178,2,178,2
3148,"Doctor, I have been experiencing impotence and thirst lately. What could be the cause of this?",196,2,196,2
3149,"Doctor, I am having trouble breathing and it hurts, what's wrong with me?",121,3,121,3
3150,"Doctor, I have been experiencing constant thirst and I found blood in my stool. What could be the problem?",87,2,87,2
3151,"Doctor, I have been experiencing some strange symptoms lately. I have excessive anger, blood in my stool, lack of growth, leg swelling, and it hurts to breathe. What could be wrong with me?",71,2,71,2
3152,"Doctor, I have been experiencing painful sinuses for the past few days. What could be the reason for this discomfort? ",46,2,46,2
3153,"Doctor, I have been experiencing ear pain for the past few days. ",188,5,188,5
3154,"Hi Doctor, I have been experiencing nosebleeds, cough, headache, and nasal congestion, what could be wrong with me?",76,2,76,2
3155,"Doctor, I have been having difficulty breathing through my nose.",109,3,109,3
3156,"Doctor, I have been having fever, nosebleed and difficulty breathing. Along with that, I am also experiencing nasal and sinus congestion. What could be the problem?",74,2,74,2
3157,"Doctor, I've been feeling very sick lately. I have antisocial behavior, vomiting, ache all over, seizures, and sharp abdominal pain. What could be the cause of this?",168,2,168,2
3158,"Doctor, I have been experiencing sharp abdominal pain and nausea for the past few days, what could be wrong with me?",14,5,14,5
3159,"Doctor, I'm experiencing sharp abdominal pain, vomiting, and chills, what could be the problem?",73,2,73,2
3160,"Doctor, I've been feeling nauseous lately, and I'm not sure what's causing it.",12,5,12,5
3161,"Hi doctor, I have been experiencing vomiting, body ache all over, sharp abdominal pain and nausea for a while now. What could be the problem?",118,5,118,5
3162,"Doctor, I have been experiencing skin swelling, restlessness, and ear pain recently. I'm not sure what could be causing it.",19,1,17,1
3163,"Doctor, I have been experiencing some symptoms lately. My jaw and neck are swollen, and my skin feels swollen too. I haven't been able to sleep properly because of restlessness.",16,1,14,1
3164,"Doctor, I have swelling on my jaw. What could be the reason for it?",92,3,92,3
3165,"Doctor, I am experiencing mouth pain. What could it be?",64,3,64,3
3166,"Doctor, I have been having a lot of facial and ear pain, can you tell me what's wrong with me?",188,5,188,5
3167,"Doctor, I have been experiencing palpitations and excessive urination at night. What could be wrong with me?",176,3,176,3
3168,"Doctor, I have been experiencing weight gain recently. Can you tell me what's causing this?",185,5,185,5
3169,"Hi doctor, I have been experiencing palpitations lately. ",183,4,183,4
3170,"Doctor, I have some leg swelling and have been experiencing black, tarry stools. What might be causing this?",37,2,37,2
3171,"Doctor, I have been experiencing knee weakness, my bones are painful, and my knee has been swelling. What could be the reason?",26,2,26,2
3172,"Doctor, my knee feels weak and it's difficult to walk. What could be causing this?",47,2,47,2
3173,I'm experiencing ankle pain and leg swelling. I've also noticed some melena and leg pain.,60,2,60,2
3174,"Doctor, I have been experiencing back cramps or spasms and hip pain.",65,2,65,2
3175,"Doctor, I've been feeling nauseous and my abdomen has been swollen. What could be causing this?",177,2,177,2
3176,"Doctor, I'm experiencing sharp chest pain, vomiting, leg weakness, weakness, and shortness of breath. What could be wrong with me?",127,5,127,5
3177,"Doctor, I have been experiencing vomiting, sharp chest pain, a swollen abdomen, leg weakness and weakness lately. What could be wrong with me?",41,1,39,1
3178,"Doctor, I have been experiencing vomiting and my legs are swollen with fluid. What's wrong with me?",57,2,57,2
3179,"Doctor, I have been experiencing lymphedema and arm swelling lately. What could be the possible cause?",133,3,133,3
3180,"Doctor, I've been having hip pain, low self-esteem, elbow pain and regurgitation. What could be the cause of all these symptoms?",88,2,88,2
3181,"Doctor, I've been experiencing hip pain, low back pain, regurgitation, and side pain. Do you know what's causing it?",182,3,182,3
3182,"Doctor, I have been having a lot of pain in my hip, elbow and groin lately. Also, I feel very low and demotivated. What could be the problem?",73,2,73,2
3183,"Doctor, I am experiencing groin pain and symptoms of bladder issues. I am also having regurgitation and low back pain. What could be the problem?",40,2,40,2
3184,"Doctor, I have been experiencing abnormal involuntary movements and arm pain. What could be the cause of this?",132,3,132,3
3185,"Doctor, I have been experiencing leg pain recently.",127,5,127,5
3186,"Doc, I have been experiencing low back pain, leg pain, loss of sensation, back pain, and even headache. Can you tell me what's wrong with me?",61,2,61,2
3187,"Doctor, I have been experiencing neck pain and some loss of sensation. Can you tell me what's wrong with me?",148,3,148,3
