Question_ID,Question,Greedy,GreedyDist,GreedyGen
2667,"Doctor, I have been experiencing vomiting, burning abdominal pain, lower abdominal pain, and premenstrual tension or irritability. What could be the cause of this?",1123,42,1123
2668,"Hi Doctor, I have been experiencing some lower abdominal pain, long menstrual periods, and pelvic pain. Do you know what might be causing this? ",647,20,1107
2669,"Doctor, I have been feeling very low and have had some disturbing thoughts lately. Could it be due to my menstrual cycle?",647,14,1123
2670,"Hi doctor, I have been experiencing eye redness and other symptoms of the eye. What could be the issue?",131,14,1123
2671,"Doctor, I have been experiencing peripheral edema, neck swelling, eye redness, and itching of the skin. What could be the problem?",429,22,1123
2672,"Doctor, I have eyelid swelling and facial pain. I also have neck swelling and my vision is diminished.",1123,28,1123
2673,"Doctor, I have peripheral edema, symptoms in the eye, diminished hearing, itching on my skin, and neck swelling. Can you please help me out? ",429,27,1123
2674,"Doctor, I'm having trouble seeing and I have a lot of pain on one side of my face.",147,20,1123
2675,"Doctor, I have ankle swelling, knee stiffness, leg swelling, movement problems and my infant has feeding problems. What could be wrong with me?",647,20,1123
2676,"Doctor, I have an issue with my leg. It's been swelling up and it's been really hard to walk. Also, I can't seem to feed my infant properly.",647,17,1123
2677,"Doctor, I fell down and injured my leg. Since then, my knee has been swelling. What could be wrong?",206,186,1123
2678,"Doctor, I have been experiencing ankle pain, knee swelling, foot or toe pain and my nails seem to be irregular. What could be the problem? ",647,19,1116
2679,Hi doctor. I injured my leg a few days ago and now my nails look irregular and I'm having trouble moving my leg. I also have swelling in my leg and pain in my foot and toes. What could be causing all of this?,1123,46,1123
2680,"Doctor, I have been experiencing peripheral edema recently, what could be causing it?",304,191,1123
2681,"Doctor, I have been experiencing sharp abdominal pain, seizures and fainting lately. What could be causing it?",647,38,1123
2682,"Doctor, I have been feeling very weak lately and have fainted a couple of times. I also experience sharp abdominal pains and extreme fatigue. What could be causing this? ",647,44,1123
2683,"Hi doctor, I have been experiencing some symptoms lately such as peripheral edema, shortness of breath, drug abuse, fatigue, and seizures. What could be the reason behind it?",429,36,1123
2684,"Doctor, I have been experiencing drug abuse, depressive or psychotic symptoms, shortness of breath, and seizures recently. What could be wrong with me?",429,33,1123
2685,"Doctor, I'm really worried, I have a lumpy mass in my arm.",647,153,1092
2686,"Doctor, I have been experiencing low back pain, rib pain, leg pain, and joint pain for quite some time now. What could be the reason for this?",647,23,1123
2687,"Doctor, I have been experiencing back pain and muscle pain lately. What could be wrong with me?",647,19,1123
2688,"Hi, doctor. I've been having some symptoms that are worrying me. I have rib pain, muscle pain, problems with movement and back pain. What could it be?",647,31,1123
2689,"Doctor, I've been having joint pain and swelling in my legs, and the pain has been getting worse day by day. What could be the problem?",304,182,1123
2690,"Doctor, I have been having a sharp pain in my eye. Can you please tell me what might be causing this?",80,42,1123
2691,"Doctor, I have been experiencing some strange symptoms recently. I don't know what's going on, but I have been feeling really angry lately. On top of that, I have been having shoulder cramps or spasms, pain in my eye, pain or soreness in my breast, and wrist pain.",429,26,1123
2692,"Doctor, I have been experiencing excessive urination at night. What could be the problem?",429,136,976
2693,"Doctor, I have been experiencing facial pain along with shoulder cramps or spasms, and also ankle pain. What could be the reason for these symptoms?",429,15,1123
2694,"Doctor, I have this lump on my knee and I am feeling very fatigued. I am also experiencing pain during my pregnancy and have been having pains in my ankles and face. Any idea what could be causing all these symptoms?",250,33,1123
2695,"Doctor, I have been experiencing joint stiffness and fatigue lately. What could be the reason for this?",429,13,1123
2696,"Doctor, I have been experiencing some strange symptoms lately. I have been feeling excessive anger, pain and soreness in my breast, facial pain, wrist pain, and I have been urinating excessively at night. What could be wrong with me?",1123,26,1123
2697,"Doctor, I have been experiencing shoulder cramps or spasms and fatigue, can you tell me what's wrong with me?",429,19,1123
2698,"Doctor, I have been experiencing excessive urination at night and facial pain, what could be the problem?",429,197,1123
2699,"Doctor, I have been experiencing joint stiffness and shoulder cramps lately. Also, I have been having pain in my breast. ",429,160,1093
2700,"Doctor, I am experiencing side pain, arm stiffness or tightness, shoulder swelling and also pain or soreness of the breast. What could be the problem?",1123,19,1123
2701,"Doctor, I have been experiencing a constant headache for the past few days. Can you tell me what's wrong?",429,25,1123
2702,"Doctor, I've been having a lot of pain in my foot and toes, and my hands and fingers are swelling. On top of that, my legs feel weak and heavy. What could be causing all of these symptoms? ",1123,31,1123
2703,"Doctor, I have been experiencing severe back pain and weakness in my legs. What do you think is wrong with me?",131,24,1123
2704,"Doctor, I've been having headaches and weakness in my legs, do you know what could be causing this?",131,33,1123
2705,"Doctor, I've been having trouble breathing lately. It hurts to inhale and exhale. ",1123,182,1123
2706,"Doctor, I've been experiencing shortness of breath, fainting, coughing, difficulty breathing, and sharp chest pain. What could be wrong with me?",647,36,1123
2707,"Doctor, I have been fainting a lot lately and my eyes feel really itchy. I also find it difficult to breathe properly.",647,17,1123
2708,"Hi Doctor, I have been having a fever and persistent cough for a few weeks now. Do you have any idea what could be causing this?",116,21,1123
2709,"Doctor, I have been experiencing shortness of breath lately. What could be the cause?",35,16,1112
2710,"Doctor, I've been experiencing an irregular heartbeat and I have a constant drainage in my throat. Do you know what might be the cause?",647,129,1080
2711,"Doctor, I am experiencing palpitations, what could be the reason?",206,128,1101
2712,"Doctor, I have been experiencing shortness of breath, increased heart rate, and dizziness lately. What could be the problem?",429,28,1123
2713,"Doctor, I have been experiencing some symptoms lately - I have gained weight and been having nightmares. ",185,175,1123
2714,"Doctor, I have been experiencing sharp chest pain lately, what could be the cause of this?",30,41,1123
2715,"Doctor, I've been feeling dizzy lately. What could be the reason?",1123,20,1123
2716,"Doctor, I have been experiencing dizziness, difficulty speaking, leg weakness, weakness, and problems with movement. What could be wrong with me?",250,37,1123
2717,"I have been having trouble moving my arms and legs lately, and my muscles seem to be really stiff or tight. What's wrong with me?",1123,12,1123
2718,"Doctor, I've been feeling really stiff all over and have been experiencing dizziness and difficulty speaking. What could be the problem?",1123,22,1123
2719,"Doctor, I am experiencing a lot of pain and swelling in my foot and toe. What could be the reason for this?",206,17,1116
2720,"Doctor, I'm experiencing severe joint pain. What could be the cause?",304,13,1123
2721,"Doctor, I've been experiencing swelling in my hands and ankle as well as pain in my fingers. Do you have any idea what could be the problem?",647,137,1088
2722,"Doctor, I have been experiencing foot or toe pain, ankle pain, ankle swelling, knee pain and foot or toe swelling. What could be the problem?",647,20,1116
2723,"Doctor, I have been experiencing some ankle pain and swelling, and also swelling in my hand and fingers.",647,18,1116
